Name,Liver,R-Kidney,Spleen,Pancreas,Aorta,IVC,RAG,LAG,Gallbladder,Esophagus,Stomach,Duodenum,L-Kidney
FLARETs_0023,0.9705857038497925,0.9612768888473511,0.9796521067619324,0.9180267453193665,0.962253212928772,0.8909580707550049,0.842556357383728,0.8800410032272339,0.9380804896354675,0.8510063290596008,0.9494163393974304,0.8724479079246521,0.5498499274253845
FLARETs_0029,0.9745603799819946,0.9594919085502625,0.9648652076721191,0.8864762187004089,0.9267177581787109,0.876845121383667,0.7970707416534424,0.7897553443908691,0.9194446802139282,0.7308985590934753,0.9420289993286133,0.9002014994621277,0.965543806552887
FLARETs_0018,0.9727602601051331,0.971953809261322,0.9680222868919373,0.9146936535835266,0.9205084443092346,0.9005616307258606,0.8669772148132324,0.8744357824325562,0.9010762572288513,0.8118475675582886,0.9177324175834656,0.7469903230667114,0.9720987677574158
FLARETs_0038,0.973881185054779,0.972540557384491,0.9678052067756653,0.8880769610404968,0.9580824971199036,0.8580062389373779,0.8202247023582458,0.8235528469085693,1.0,0.8308448195457458,0.9492533802986145,0.7367374300956726,0.9696557521820068
FLARETs_0015,0.9679466485977173,0.9657015800476074,0.9352949261665344,0.9137009978294373,0.9460418224334717,0.9190458059310913,0.8050302863121033,0.7999377250671387,0.8649266958236694,0.8414615392684937,0.9406556487083435,0.8839412927627563,0.965551495552063
FLARETs_0006,0.9736107587814331,0.9716928601264954,0.9772636890411377,0.9319576621055603,0.9546669125556946,0.9272141456604004,0.8843827843666077,0.872270405292511,1.0,0.872215211391449,0.9495453238487244,0.8091697096824646,0.6396647691726685
FLARETs_0017,0.9731441736221313,0.9701958298683167,0.9656028747558594,0.8757379055023193,0.9559722542762756,0.887830376625061,0.8436532616615295,0.8514313697814941,0.9150394201278687,0.8949817419052124,0.8824337124824524,0.7897424101829529,0.9725461006164551
FLARETs_0011,0.9706505537033081,0.9701177477836609,0.9732696413993835,0.8694162964820862,0.9426110982894897,0.9325044751167297,0.8615304231643677,0.8378334045410156,0.9325529932975769,0.8919294476509094,0.9306896924972534,0.7594826817512512,0.9606072902679443
FLARETs_0033,0.9732793569564819,0.9654901623725891,0.9737217426300049,0.7428435683250427,0.9416795372962952,0.9516862034797668,0.8251094818115234,0.8471589684486389,1.0,0.8786665797233582,0.938102662563324,0.8562799692153931,0.9539083242416382
FLARETs_0001,0.9757658839225769,0.9657371640205383,0.9739720821380615,0.9091819524765015,0.947772741317749,0.9407490491867065,0.8114569187164307,0.8396302461624146,0.8208865523338318,0.8562639951705933,0.9699684381484985,0.8664395809173584,0.9707304239273071
FLARETs_0045,0.973677396774292,0.9736835956573486,0.974943220615387,0.8826053738594055,0.952052116394043,0.9052450060844421,0.7528067827224731,0.8618216514587402,0.9627541899681091,0.8484516143798828,0.9438596367835999,0.8527688384056091,0.9736539125442505
FLARETs_0028,0.9705238938331604,0.976476788520813,0.9781437516212463,0.9029738306999207,0.9527244567871094,0.9238049983978271,0.8056914210319519,0.8421725034713745,0.8161840438842773,0.8886017799377441,0.9607532024383545,0.8656178712844849,0.9753785729408264
FLARETs_0024,0.9787157773971558,0.9754487872123718,0.968959391117096,0.8976897597312927,0.9402496814727783,0.9049844145774841,0.7959846258163452,0.7895065546035767,0.9425451159477234,0.8520122766494751,0.9560892581939697,0.8914874792098999,0.9717003703117371
FLARETs_0031,0.9635908603668213,0.9774056077003479,0.9670832753181458,0.9031718969345093,0.9524421691894531,0.9289584755897522,0.8720472455024719,1.0,0.5041325092315674,0.9041591286659241,0.9674033522605896,0.9258821606636047,1.0
FLARETs_0010,0.9793312549591064,0.9635804295539856,0.9745370149612427,0.9225680232048035,0.9070357084274292,0.8443048596382141,0.8061609268188477,0.7862793207168579,1.0,0.8519943356513977,0.9573991298675537,0.9115952849388123,0.9626284837722778
FLARETs_0046,0.9751822352409363,0.9647163152694702,1.0,0.9251487851142883,0.950630784034729,0.8159849643707275,0.840196967124939,0.813060998916626,0.9330847263336182,0.8560433983802795,0.9585441946983337,0.891361653804779,0.9631907343864441
FLARETs_0027,0.9711256623268127,0.9616715312004089,0.9828195571899414,0.881885826587677,0.9190312623977661,0.9043272733688354,0.8440589904785156,0.8604269027709961,0.8955206274986267,0.8782902359962463,0.9726405143737793,0.8735139966011047,0.9603132605552673
FLARETs_0030,0.9799913167953491,0.9726836085319519,0.9739819765090942,0.9293755292892456,0.953862726688385,0.9364610910415649,0.833141565322876,0.7934473156929016,0.8862786293029785,0.827918529510498,0.9419379830360413,0.9080984592437744,0.9705086946487427
FLARETs_0026,0.9710932970046997,0.9666268825531006,0.9719804525375366,0.9068365693092346,0.955920398235321,0.933992862701416,0.8437831997871399,0.8627451062202454,0.9448966979980469,0.8058468699455261,0.9626254439353943,0.8463956117630005,0.975216269493103
FLARETs_0025,0.9765709638595581,0.9459652900695801,0.9750828146934509,0.9219819903373718,0.9540858864784241,0.9419295191764832,0.8476771712303162,0.8549426198005676,0.8957445025444031,0.8669182658195496,0.9726178646087646,0.8650473952293396,0.9545802474021912
FLARETs_0035,0.9763337969779968,0.9729711413383484,0.9745370745658875,0.9133089780807495,0.9578328728675842,0.9406242966651917,0.7980276346206665,0.8679678440093994,0.9407270550727844,0.8964179754257202,0.9543927907943726,0.912996232509613,0.9715158343315125
FLARETs_0036,0.982283353805542,0.9790199398994446,0.9789032936096191,0.9054569005966187,0.951543390750885,0.9337546825408936,0.8231707215309143,0.8424087166786194,1.0,0.8840735554695129,0.9677109122276306,0.8842346668243408,0.9752739071846008
FLARETs_0013,0.9765248894691467,0.9690180420875549,0.9752629399299622,0.9303135275840759,0.9587051272392273,0.9226375818252563,0.8534019589424133,0.8540328145027161,0.9365128874778748,0.8815394639968872,0.9676283597946167,0.9164344668388367,0.9668585062026978
FLARETs_0043,0.9544345140457153,1.0,0.972663938999176,0.908724308013916,0.955790638923645,0.9391329884529114,0.8891448974609375,0.8934906721115112,0.9349286556243896,0.8408038020133972,0.9562546014785767,0.9047457575798035,0.9690964818000793
FLARETs_0008,0.9789068698883057,0.9726635813713074,0.9789267182350159,0.9023755788803101,0.9542304873466492,0.8882272243499756,0.8838729858398438,0.8404141664505005,1.0,0.8978362679481506,0.9628303050994873,0.914229154586792,0.973549485206604
FLARETs_0012,0.9820639491081238,0.966160237789154,0.9726579785346985,0.9039632678031921,0.9540897607803345,0.892932653427124,0.8767123222351074,0.9144144058227539,0.9644817113876343,0.9180489778518677,0.9717513918876648,0.9181433320045471,0.9522973895072937
FLARETs_0021,0.9745768308639526,0.9718344211578369,0.9753543734550476,0.9344529509544373,0.9575934410095215,0.9379721283912659,0.8804643750190735,0.8887835741043091,1.0,0.9151723384857178,0.9655118584632874,0.9370714426040649,0.9707884788513184
